Faction,Augmentation,RepRequired,CurrentPrice,Category,ValueDensity,AlsoUnlockedAtThisRepOrLess,CountAlsoUnlocked
Sector-12,Augmented Targeting II,8750,85000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Speech Processor Implant,4
Sector-12,CashRoot Starter Kit,12500,250000000,,0.0,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Speech Processor Implant; Augmented Targeting II,5
Sector-12,Neuralstimulator,50000,6000000000,Hacking,4.8e-06,NeuroFlux Governor; Wired Reflexes; Augmented Targeting I; Speech Processor Implant; Augmented Targeting II; CashRoot Starter Kit,6
Shadows of Anarchy,SoA - Might of Ares,10000,1000000,,0.0,SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Wisdom of Athena,10000,1000000,,0.0,SoA - Might of Ares; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Trickery of Hermes,10000,1000000,,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Beauty of Aphrodite,10000,1000000,Charisma,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Chaos of Dionysus,10000,1000000,,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Flood of Poseidon,10000,1000000,,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Hunt of Artemis; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Hunt of Artemis,10000,1000000,,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Knowledge of Apollo; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - Knowledge of Apollo,10000,1000000,,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - phyzical WKS harmonizer,8
Shadows of Anarchy,SoA - phyzical WKS harmonizer,10000,1000000,,0.0,SoA - Might of Ares; SoA - Wisdom of Athena; SoA - Trickery of Hermes; SoA - Beauty of Aphrodite; SoA - Chaos of Dionysus; SoA - Flood of Poseidon; SoA - Hunt of Artemis; SoA - Knowledge of Apollo,8
Silhouette,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Silhouette,Speech Processor Implant,7500,100000000,Charisma,0.0,NeuroFlux Governor,1
Silhouette,TITN-41 Gene-Modification Injection,25000,380000000,Charisma,0.0,NeuroFlux Governor; Speech Processor Implant,2
Silhouette,ADR-V2 Pheromone Gene,62500,1100000000,Charisma; Reputation,6.4e-06,NeuroFlux Governor; Speech Processor Implant; TITN-41 Gene-Modification Injection,3
Slum Snakes,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Slum Snakes,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
Slum Snakes,LuminCloaking-V1 Skin Implant,1500,10000000,Charisma; Combat; Money/Work,6.667e-05,NeuroFlux Governor; Wired Reflexes,2
Slum Snakes,Augmented Targeting I,5000,30000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; LuminCloaking-V1 Skin Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier,5
Slum Snakes,LuminCloaking-V2 Skin Implant,5000,60000000,Charisma; Combat; Money/Work,5e-05,NeuroFlux Governor; Wired Reflexes; LuminCloaking-V1 Skin Implant; Augmented Targeting I; Neural Wit Amplifier,5
Slum Snakes,Neural Wit Amplifier,5000,20000000,Charisma; Reputation,1e-05,NeuroFlux Governor; Wired Reflexes; LuminCloaking-V1 Skin Implant; Augmented Targeting I; LuminCloaking-V2 Skin Implant,5
Slum Snakes,Combat Rib I,7500,47500000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; LuminCloaking-V1 Skin Implant; Augmented Targeting I; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier,6
Slum Snakes,SmartSonar Implant,22500,150000000,Combat; Money/Work,1.111e-05,NeuroFlux Governor; Wired Reflexes; LuminCloaking-V1 Skin Implant; Augmented Targeting I; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Combat Rib I,7
Speakers for the Dead,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Speakers for the Dead,Wired Reflexes,1250,5000000,Combat,0.0,NeuroFlux Governor,1
Speakers for the Dead,Speech Enhancement,2500,25000000,Charisma; Reputation,4e-05,NeuroFlux Governor; Wired Reflexes,2
Speakers for the Dead,Eloquence Module,25000,500000000,Charisma; Money/Work,1.2e-05,NeuroFlux Governor; Wired Reflexes; Speech Enhancement,3
Speakers for the Dead,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; The Shadow's Simulacrum,5
Speakers for the Dead,The Shadow's Simulacrum,37500,800000000,Reputation,8e-06,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave,5
Speakers for the Dead,Bionic Spine,45000,250000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum,6
Speakers for the Dead,Golden Tongue Module,125000,250000000,Charisma,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine,7
Speakers for the Dead,Bionic Legs,150000,750000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Golden Tongue Module,8
Speakers for the Dead,Graphene BrachiBlades Upgrade,225000,5000000000,Combat; Money/Work,1.78e-06,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Golden Tongue Module; Bionic Legs,9
Speakers for the Dead,Unstable Circadian Modulator,362500,10000000000,Hacknet,2.21e-06,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Golden Tongue Module; Bionic Legs; Graphene BrachiBlades Upgrade,10
Speakers for the Dead,Synfibril Muscle,437500,2250000000,Combat,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Golden Tongue Module; Bionic Legs; Graphene BrachiBlades Upgrade; Unstable Circadian Modulator,11
Speakers for the Dead,Synthetic Heart,750000,5750000000,Charisma; Combat,0.0,NeuroFlux Governor; Wired Reflexes; Speech Enhancement; Eloquence Module; Nanofiber Weave; The Shadow's Simulacrum; Bionic Spine; Golden Tongue Module; Bionic Legs; Graphene BrachiBlades Upgrade; Unstable Circadian Modulator; Synfibril Muscle,12
Tetrads,NeuroFlux Governor,500,1500000,Charisma; Combat; Hacking; Hacknet; Money/Work; Reputation,0.00031929,,0
Tetrads,LuminCloaking-V1 Skin Implant,1500,10000000,Charisma; Combat; Money/Work,6.667e-05,NeuroFlux Governor,1
Tetrads,LuminCloaking-V2 Skin Implant,5000,60000000,Charisma; Combat; Money/Work,5e-05,NeuroFlux Governor; LuminCloaking-V1 Skin Implant,2
Tetrads,HemoRecirculator,10000,90000000,Charisma; Combat,0.0,NeuroFlux Governor; LuminCloaking-V1 Skin Implant; LuminCloaking-V2 Skin Implant,3
Tetrads,Power Recirculation Core,25000,360000000,Charisma; Combat; Hacking,6e-06,NeuroFlux Governor; LuminCloaking-V1 Skin Implant; LuminCloaking-V2 Skin Implant; HemoRecirculator,4
Tetrads,Glibness Enhancement,40500,5000000000,Charisma; Reputation,2.47e-06,NeuroFlux Governor; LuminCloaking-V1 Skin Implant; LuminCloaking-V2 Skin Implant; HemoRecirculator; Power Recirculation Core,5
Tetrads,Bionic Arms,62500,550000000,Combat,0.0,NeuroFlux Governor; LuminCloaking-V1 Skin Implant; LuminCloaking-V2 Skin Implant; HemoRecirculator; Power Recirculation Core; Glibness Enhancement,6
The Black Hand,Neurotrainer I,1000,8000000,Charisma; Combat; Hacking,0.0001,,0
The Black Hand,Wired Reflexes,1250,5000000,Combat,0.0,Neurotrainer I,1
The Black Hand,LuminCloaking-V1 Skin Implant,1500,10000000,Charisma; Combat; Money/Work,6.667e-05,Neurotrainer I; Wired Reflexes,2
The Black Hand,Hacknet Node NIC Architecture Neural-Upload,1875,9000000,Hacknet,0.00010667,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant,3
The Black Hand,Synaptic Enhancement Implant,2000,15000000,Hacking,1.5e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload,4
The Black Hand,Speech Enhancement,2500,25000000,Charisma; Reputation,4e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant,5
The Black Hand,BitWire,3750,20000000,Hacking,1.333e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; ADR-V1 Pheromone Gene,7
The Black Hand,ADR-V1 Pheromone Gene,3750,35000000,Charisma; Reputation,5.333e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire,7
The Black Hand,Augmented Targeting I,5000,30000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier,11
The Black Hand,Nuoptimal Nootropic Injector Implant,5000,40000000,Charisma; Reputation,4e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier,11
The Black Hand,LuminCloaking-V2 Skin Implant,5000,60000000,Charisma; Combat; Money/Work,5e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; Neural Wit Amplifier,11
The Black Hand,Neural Wit Amplifier,5000,20000000,Charisma; Reputation,1e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant,11
The Black Hand,Artificial Synaptic Potentiation,6250,160000000,Hacking,1.92e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; NutriGen Implant; Social Negotiation Assistant (S.N.A),14
The Black Hand,NutriGen Implant,6250,5000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; Social Negotiation Assistant (S.N.A),14
The Black Hand,Social Negotiation Assistant (S.N.A),6250,60000000,Charisma; Money/Work; Reputation,6.4e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant,14
The Black Hand,Combat Rib I,7500,47500000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement,18
The Black Hand,Speech Processor Implant,7500,100000000,Charisma,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement,18
The Black Hand,Hacknet Node Kernel Direct-Neural Interface,7500,80000000,Hacknet,3.333e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; INFRARET Enhancement,18
The Black Hand,INFRARET Enhancement,7500,60000000,Combat; Money/Work,4.667e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface,18
The Black Hand,Augmented Targeting II,8750,85000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement,19
The Black Hand,Cranial Signal Processors - Gen I,10000,140000000,Hacking,6e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Neurotrainer II; HemoRecirculator,22
The Black Hand,Neurotrainer II,10000,90000000,Charisma; Combat; Hacking,1.5e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; HemoRecirculator,22
The Black Hand,HemoRecirculator,10000,90000000,Charisma; Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II,22
The Black Hand,Embedded Netburner Module,15000,500000000,Hacking,5.33e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Magnetism Amplifier,24
The Black Hand,Magnetism Amplifier,15000,500000000,Charisma; Reputation,6.67e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module,24
The Black Hand,Combat Rib II,18750,130000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Cranial Signal Processors - Gen II,26
The Black Hand,Cranial Signal Processors - Gen II,18750,250000000,Hacking,7.47e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II,26
The Black Hand,TITN-41 Gene-Modification Injection,25000,380000000,Charisma,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; Neurotrainer III; Power Recirculation Core; Eloquence Module,30
The Black Hand,Neurotrainer III,25000,260000000,Charisma; Combat; Hacking,8e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Power Recirculation Core; Eloquence Module,30
The Black Hand,Power Recirculation Core,25000,360000000,Charisma; Combat; Hacking,6e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Eloquence Module,30
The Black Hand,Eloquence Module,25000,500000000,Charisma; Money/Work,1.2e-05,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core,30
The Black Hand,Augmented Targeting III,27500,230000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module,31
The Black Hand,Combat Rib III,35000,240000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III,32
The Black Hand,Nanofiber Weave,37500,250000000,Charisma; Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; The Shadow's Simulacrum,34
